Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CUS-957900,2022,1,2022-01-01,2022-02-01,9,5,Once a Day,4,,I am able to report everything easily
CUS-957900,2022,3,2022-07-01,2022-08-26,10,5,Once a Day,4,4.0,I tried but could not find everything I need
CUS-902900,2022,1,2022-01-01,2022-03-20,8,5,Once a Month,4,4.0,I am able to report everything easily
CUS-902900,2022,1,2022-01-01,2022-03-21,8,5,Once a Month,4,4.0,I am able to report everything easily
CUS-902900,2022,1,2022-01-01,2022-03-01,8,4,Once a Month,4,4.0,I tried but could not find everything I need
CUS-902900,2022,1,2022-01-01,2022-03-21,8,4,Once a Month,4,4.0,I tried but could not find everything I need
CUS-902900,2022,2,2022-04-01,2022-05-10,9,4,Once a Week,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-902900,2022,3,2022-07-01,2022-09-05,10,5,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-902900,2022,2,2022-04-01,2022-05-12,9,4,Once a Month,4,4.0,I don't use it often
CUS-902900,2022,3,2022-07-01,2022-09-28,8,4,Once a Month,4,4.0,I tried but could not find everything I need
CUS-419600,2022,1,2022-01-01,2022-03-28,8,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-322550,2022,3,2022-07-01,2022-09-29,8,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-322550,2022,1,2022-01-01,2022-03-29,8,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-322550,2022,2,2022-04-01,2022-05-20,8,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-322550,2022,3,2022-07-01,2022-09-12,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-619650,2022,2,2022-04-01,2022-06-01,9,4,Once a Week,4,4.0,I am able to report everything easily
CUS-619650,2022,3,2022-07-01,2022-09-26,9,5,Once a Week,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-619650,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,3,4.0,I am able to report everything easily
CUS-619650,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,3,4.0,I am able to report everything easily
CUS-1461250,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1511250,2022,3,2022-07-01,2022-09-26,8,5,Once a Week,5,4.0,I am able to report everything easily
CUS-1511250,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1511250,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1511250,2022,2,2022-04-01,2022-06-29,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1492950,2022,3,2022-07-01,2022-08-05,10,5,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1492950,2022,3,2022-07-01,2022-08-16,9,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1492950,2022,3,2022-07-01,2022-09-09,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-726750,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-726750,2022,2,2022-04-01,2022-05-26,10,5,Once a Day,5,5.0,I don't use it often
CUS-726750,2022,3,2022-07-01,2022-08-26,8,4,Once a Week,4,3.0,I don't use it often
CUS-726750,2022,1,2022-01-01,2022-03-01,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-726750,2022,2,2022-04-01,2022-05-26,8,5,Once a Day,4,3.0,I tried but could not find everything I need
CUS-1486150,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,,I am able to report everything easily
CUS-1486150,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,,I am able to report everything easily
CUS-1486150,2022,2,2022-04-01,2022-05-10,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1486150,2022,3,2022-07-01,2022-07-28,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1486150,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,3,4.0,I am able to report everything easily
CUS-1486150,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,3,4.0,I am able to report everything easily
CUS-1486150,2022,3,2022-07-01,2022-08-17,9,5,Once a Week,5,5.0,I don't use it often
CUS-1486150,2022,3,2022-07-01,2022-07-26,10,5,Once a Month,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1486150,2022,1,2022-01-01,2022-03-01,10,4,Once a Day,4,5.0,I am able to report everything easily
CUS-1486150,2022,1,2022-01-01,2022-03-21,10,4,Once a Day,4,5.0,I am able to report everything easily
CUS-1486150,2022,2,2022-04-01,2022-05-11,7,4,Once a Week,3,4.0,I am able to report everything easily
CUS-1486150,2022,3,2022-07-01,2022-09-20,8,3,Once a Week,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1499650,2022,1,2022-01-01,2022-03-01,8,5,Once a Week,5,4.0,I am able to report everything easily
CUS-1499650,2022,1,2022-01-01,2022-03-21,8,5,Once a Week,5,4.0,I am able to report everything easily
CUS-1499650,2022,2,2022-04-01,2022-06-08,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1458500,2022,2,2022-04-01,2022-06-23,9,4,Once a Week,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1458500,2022,3,2022-07-01,2022-08-31,8,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1458500,2022,3,2022-07-01,2022-09-21,8,5,Once a Day,4,5.0,"I can pull all the numbers, but don't understand them"
CUS-1458500,2022,2,2022-04-01,2022-06-23,9,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1458500,2022,3,2022-07-01,2022-08-29,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1493850,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,4,,I tried but could not find everything I need
CUS-1493850,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,4,,I tried but could not find everything I need
CUS-1493850,2022,3,2022-07-01,2022-07-03,8,4,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1493850,2022,2,2022-04-01,2022-06-19,7,3,Once a Month,3,4.0,"I can pull all the numbers, but don't understand them"
CUS-1479000,2022,3,2022-07-01,2022-09-26,6,4,Once a Day,4,3.0,I am able to report everything easily
CUS-1479000,2022,2,2022-04-01,2022-06-14,7,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1479000,2022,3,2022-07-01,2022-09-26,8,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1470800,2022,1,2022-01-01,2022-03-01,6,3,Once a Day,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1470800,2022,1,2022-01-01,2022-03-21,6,3,Once a Day,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-661350,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,5,3.0,I don't use it often
CUS-661350,2022,3,2022-07-01,2022-07-05,10,5,Once a Month,4,4.0,I don't use it often
CUS-661350,2022,3,2022-07-01,2022-09-05,8,4,Once a Month,4,4.0,I don't use it often
CUS-661350,2022,2,2022-04-01,2022-04-18,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-661350,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-661350,2022,2,2022-04-01,2022-04-18,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-661350,2022,3,2022-07-01,2022-07-07,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-661350,2022,3,2022-07-01,2022-08-15,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-661350,2022,3,2022-07-01,2022-09-05,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-243550,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-157700,2022,1,2022-01-01,2022-03-30,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-157700,2022,3,2022-07-01,2022-09-29,7,4,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-157700,2022,2,2022-04-01,2022-06-20,9,4,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-157700,2022,1,2022-01-01,2022-03-30,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-157700,2022,2,2022-04-01,2022-06-17,9,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-157700,2022,3,2022-07-01,2022-09-12,9,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1476650,2022,3,2022-07-01,2022-09-22,7,4,Once a Day,4,5.0,I tried but could not find everything I need
CUS-1472600,2022,2,2022-04-01,2022-04-19,7,3,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1472600,2022,3,2022-07-01,2022-09-15,6,3,Once a Day,3,4.0,I tried but could not find everything I need
CUS-1472600,2022,3,2022-07-01,2022-09-09,6,4,Once a Day,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1393800,2022,3,2022-07-01,2022-09-23,9,4,Once a Week,5,5.0,"I can pull all the numbers, but don't understand them"
CUS-1393800,2022,3,2022-07-01,2022-09-06,0,1,Once a Day,1,1.0,I tried but could not find everything I need
CUS-785300,2022,3,2022-07-01,2022-07-05,9,5,Once a Day,5,4.0,I don't use it often
CUS-785300,2022,3,2022-07-01,2022-08-05,9,5,Once a Month,4,5.0,I am able to report everything easily
CUS-785300,2022,3,2022-07-01,2022-09-05,7,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-271550,2022,2,2022-04-01,2022-04-22,8,5,Once a Day,4,4.0,I don't use it often
CUS-271550,2022,3,2022-07-01,2022-08-30,8,4,Once a Day,4,3.0,I don't use it often
CUS-271550,2022,2,2022-04-01,2022-04-22,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-271550,2022,3,2022-07-01,2022-08-30,10,5,Once a Week,4,4.0,I tried but could not find everything I need
CUS-271550,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1462000,2022,1,2022-01-01,2022-03-31,8,3,Once a Day,4,4.0,I am able to report everything easily
CUS-1462000,2022,3,2022-07-01,2022-07-05,7,4,Once a Day,3,4.0,I don't use it often
CUS-1462000,2022,3,2022-07-01,2022-09-09,10,4,Once a Day,4,5.0,I don't use it often
CUS-1462000,2022,2,2022-04-01,2022-05-04,9,4,Once a Day,4,5.0,I don't use it often
CUS-1462000,2022,1,2022-01-01,2022-02-01,8,3,Once a Month,4,4.0,I don't use it often
CUS-1414950,2022,3,2022-07-01,2022-09-06,10,5,Once a Day,5,5.0,"I can pull all the numbers, but don't understand them"
CUS-1414950,2022,2,2022-04-01,2022-05-26,10,5,Once a Day,3,3.0,I tried but could not find everything I need
CUS-1444950,2022,1,2022-01-01,2022-03-21,8,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1444950,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1444950,2022,3,2022-07-01,2022-08-30,10,4,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1444950,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1444950,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1301500,2022,1,2022-01-01,2022-03-30,10,4,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1301500,2022,2,2022-04-01,2022-06-21,9,5,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1301500,2022,3,2022-07-01,2022-09-30,9,5,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1500050,2022,3,2022-07-01,2022-09-30,8,4,Once a Week,4,4.0,I don't use it often
CUS-1500050,2022,1,2022-01-01,2022-03-31,7,3,Once a Month,0,3.0,I don't use it often
CUS-1476900,2022,3,2022-07-01,2022-07-04,9,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1476900,2022,3,2022-07-01,2022-09-20,10,5,Once a Week,5,4.0,I am able to report everything easily
CUS-1476900,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,5,4.0,I am able to report everything easily
CUS-1457250,2022,2,2022-04-01,2022-06-17,6,3,Once a Month,3,3.0,I tried but could not find everything I need
CUS-1457250,2022,3,2022-07-01,2022-09-28,6,3,Once a Month,3,3.0,I tried but could not find everything I need
CUS-1457250,2022,2,2022-04-01,2022-06-16,7,4,Once a Day,4,4.0,I don't use it often
CUS-153750,2022,3,2022-07-01,2022-09-23,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-153750,2022,1,2022-01-01,2022-03-31,9,5,Once a Day,5,5.0,"I can pull all the numbers, but don't understand them"
CUS-153750,2022,2,2022-04-01,2022-06-16,10,5,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-153750,2022,3,2022-07-01,2022-09-29,8,5,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1468650,2022,1,2022-01-01,2022-03-01,8,3,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1468650,2022,1,2022-01-01,2022-03-21,8,3,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1466300,2022,3,2022-07-01,2022-09-29,9,4,Once a Week,4,3.0,"I can pull all the numbers, but don't understand them"
CUS-1466350,2022,3,2022-07-01,2022-09-26,9,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1485150,2022,3,2022-07-01,2022-09-23,8,4,Once a Week,5,5.0,I am able to report everything easily
CUS-1485150,2022,2,2022-04-01,2022-04-20,10,5,Once a Week,4,4.0,I don't use it often
CUS-1485150,2022,3,2022-07-01,2022-07-05,10,5,Once a Week,5,4.0,I am able to report everything easily
CUS-1485150,2022,3,2022-07-01,2022-08-05,10,5,Once a Week,5,4.0,I am able to report everything easily
CUS-1485150,2022,3,2022-07-01,2022-09-06,8,4,Once a Week,5,4.0,I am able to report everything easily
CUS-530100,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,4,,I am able to report everything easily
CUS-530100,2022,2,2022-04-01,2022-06-30,9,4,Once a Week,5,5.0,I am able to report everything easily
CUS-530100,2022,3,2022-07-01,2022-09-26,9,5,Once a Week,5,5.0,I am able to report everything easily
CUS-530100,2022,2,2022-04-01,2022-06-27,8,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-530100,2022,3,2022-07-01,2022-09-23,8,5,Once a Week,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1485300,2022,3,2022-07-01,2022-09-28,7,3,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1469250,2022,2,2022-04-01,2022-06-20,8,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1469250,2022,3,2022-07-01,2022-09-20,9,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-1469250,2022,2,2022-04-01,2022-06-27,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1373400,2022,2,2022-04-01,2022-06-21,9,4,Once a Week,4,4.0,I don't use it often
CUS-1373400,2022,3,2022-07-01,2022-09-13,10,5,Once a Week,4,5.0,I am able to report everything easily
CUS-1460600,2022,2,2022-04-01,2022-04-01,8,4,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1463600,2022,2,2022-04-01,2022-05-20,10,5,Once a Week,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1463600,2022,3,2022-07-01,2022-09-02,7,4,Once a Month,4,3.0,I don't use it often
CUS-1463600,2022,1,2022-01-01,2022-02-01,4,3,Once a Month,3,4.0,"I can pull all the numbers, but don't understand them"
CUS-1463600,2022,2,2022-04-01,2022-06-01,4,3,Once a Month,3,4.0,I am able to report everything easily
CUS-156700,2022,3,2022-07-01,2022-09-14,7,3,Once a Week,3,4.0,I tried but could not find everything I need
CUS-1491100,2022,3,2022-07-01,2022-08-15,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1491100,2022,3,2022-07-01,2022-08-05,6,3,Once a Week,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1453250,2022,1,2022-01-01,2022-03-31,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1453250,2022,2,2022-04-01,2022-06-01,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1453250,2022,2,2022-04-01,2022-06-16,9,5,Once a Month,5,4.0,I am able to report everything easily
CUS-1521150,2022,3,2022-07-01,2022-09-30,8,4,Once a Month,4,4.0,I don't use it often
CUS-1521150,2022,3,2022-07-01,2022-08-26,4,3,Once a Week,2,1.0,I am able to report everything easily
CUS-165750,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-165750,2022,2,2022-04-01,2022-06-06,10,5,Once a Week,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-165750,2022,3,2022-07-01,2022-09-20,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-165750,2022,1,2022-01-01,2022-02-01,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-165750,2022,2,2022-04-01,2022-06-07,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1525250,2022,3,2022-07-01,2022-09-28,2,2,Once a Day,2,2.0,I don't use it often
CUS-1525250,2022,3,2022-07-01,2022-09-26,5,3,Once a Day,3,3.0,I am able to report everything easily
CUS-164850,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,4.0,I don't use it often
CUS-164850,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4.0,I don't use it often
CUS-164850,2022,3,2022-07-01,2022-09-29,9,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-164850,2022,2,2022-04-01,2022-06-29,8,4,Once a Month,4,4.0,I don't use it often
CUS-164850,2022,1,2022-01-01,2022-02-01,8,4,Once a Day,4,,I am able to report everything easily
CUS-164850,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,,I am able to report everything easily
CUS-164850,2022,2,2022-04-01,2022-06-21,8,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-164850,2022,3,2022-07-01,2022-09-29,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-164850,2022,3,2022-07-01,2022-09-29,9,5,Once a Day,5,5.0,I am able to report everything easily
CUS-164850,2022,3,2022-07-01,2022-09-29,8,4,Once a Day,4,3.0,I don't use it often
CUS-606900,2022,2,2022-04-01,2022-04-20,9,5,Once a Day,5,5.0,I am able to report everything easily
CUS-606900,2022,3,2022-07-01,2022-07-05,9,5,Once a Day,4,5.0,I am able to report everything easily
CUS-606900,2022,3,2022-07-01,2022-08-05,9,5,Once a Day,4,5.0,"I can pull all the numbers, but don't understand them"
CUS-606900,2022,3,2022-07-01,2022-09-05,9,4,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-606900,2022,2,2022-04-01,2022-06-08,9,5,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-606900,2022,3,2022-07-01,2022-08-26,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-983600,2022,2,2022-04-01,2022-06-23,8,4,Once a Day,4,3.0,I tried but could not find everything I need
CUS-983600,2022,1,2022-01-01,2022-03-29,10,5,Once a Day,5,4.0,I don't use it often
CUS-983600,2022,2,2022-04-01,2022-06-13,9,5,Once a Day,5,5.0,I don't use it often
CUS-983600,2022,3,2022-07-01,2022-09-01,8,4,Once a Day,4,3.0,I don't use it often
CUS-1509750,2022,1,2022-01-01,2022-03-21,4,3,Once a Week,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1509750,2022,3,2022-07-01,2022-08-30,5,3,Once a Week,3,3.0,I don't use it often
CUS-1482550,2022,2,2022-04-01,2022-06-14,7,5,Once a Week,4,4.0,I am able to report everything easily
CUS-1482550,2022,3,2022-07-01,2022-09-28,9,4,Once a Week,1,2.0,"I can pull all the numbers, but don't understand them"
CUS-1482550,2022,2,2022-04-01,2022-06-23,7,4,Once a Week,4,3.0,I am able to report everything easily
CUS-1467650,2022,1,2022-01-01,2022-03-31,8,4,Once a Week,4,,I am able to report everything easily
CUS-1467650,2022,3,2022-07-01,2022-07-08,6,3,Once a Week,4,4.0,I am able to report everything easily
CUS-1467650,2022,1,2022-01-01,2022-03-31,9,5,Once a Day,5,5.0,I am able to report everything easily
CUS-499900,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-499900,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-499900,2022,2,2022-04-01,2022-06-28,10,5,Once a Week,5,5.0,I don't use it often
CUS-499900,2022,1,2022-01-01,2022-03-31,9,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-499900,2022,3,2022-07-01,2022-09-14,8,4,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1444700,2022,1,2022-01-01,2022-03-31,10,5,Once a Day,5,5.0,"I can pull all the numbers, but don't understand them"
CUS-1444700,2022,3,2022-07-01,2022-08-17,8,5,Once a Day,4,5.0,"I can pull all the numbers, but don't understand them"
CUS-1444700,2022,2,2022-04-01,2022-06-28,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1460700,2022,3,2022-07-01,2022-09-27,7,4,Once a Week,3,4.0,"I can pull all the numbers, but don't understand them"
CUS-1460700,2022,1,2022-01-01,2022-03-01,8,3,Once a Week,4,4.0,I don't use it often
CUS-1460700,2022,1,2022-01-01,2022-03-21,8,3,Once a Week,4,4.0,I don't use it often
CUS-1460700,2022,2,2022-04-01,2022-06-27,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-276400,2022,2,2022-04-01,2022-05-05,6,3,Once a Week,3,4.0,I am able to report everything easily
CUS-1499000,2022,2,2022-04-01,2022-06-10,10,5,Once a Day,5,5.0,I tried but could not find everything I need
CUS-1499000,2022,3,2022-07-01,2022-09-02,10,4,Once a Week,5,4.0,I tried but could not find everything I need
CUS-1499000,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1499000,2022,2,2022-04-01,2022-06-01,9,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1499000,2022,3,2022-07-01,2022-09-03,9,4,Once a Day,5,5.0,I am able to report everything easily
CUS-1499000,2022,3,2022-07-01,2022-09-02,8,4,Once a Month,4,4.0,I don't use it often
CUS-1470050,2022,2,2022-04-01,2022-06-16,5,3,Once a Week,3,4.0,I am able to report everything easily
CUS-1470050,2022,3,2022-07-01,2022-09-14,5,3,Once a Week,4,3.0,I tried but could not find everything I need
CUS-1470050,2022,3,2022-07-01,2022-09-26,7,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1470050,2022,3,2022-07-01,2022-09-06,7,3,Once a Day,4,4.0,I am able to report everything easily
CUS-715900,2022,2,2022-04-01,2022-06-28,8,5,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1503000,2022,1,2022-01-01,2022-03-01,8,5,Once a Day,0,4.0,I am able to report everything easily
CUS-1503000,2022,2,2022-04-01,2022-06-06,7,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-1503000,2022,3,2022-07-01,2022-09-21,7,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1503000,2022,2,2022-04-01,2022-06-08,7,3,Once a Month,3,4.0,I am able to report everything easily
CUS-1503000,2022,3,2022-07-01,2022-07-17,7,3,Once a Month,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1445750,2022,3,2022-07-01,2022-08-08,8,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-1445750,2022,3,2022-07-01,2022-08-05,7,3,Once a Month,4,3.0,I am able to report everything easily
CUS-1445750,2022,3,2022-07-01,2022-07-28,9,3,Once a Week,3,4.0,I am able to report everything easily
CUS-1517700,2022,3,2022-07-01,2022-09-26,9,5,Once a Week,4,2.0,I tried but could not find everything I need
CUS-1459100,2022,2,2022-04-01,2022-06-14,8,5,Once a Day,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1459100,2022,3,2022-07-01,2022-08-12,9,5,Once a Week,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1459100,2022,1,2022-01-01,2022-02-01,7,4,Once a Day,4,4.0,I don't use it often
CUS-1459100,2022,2,2022-04-01,2022-05-09,9,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1459100,2022,3,2022-07-01,2022-08-11,9,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1459100,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,,I need someone from Insider team to provide me the report from the panel
CUS-1459100,2022,2,2022-04-01,2022-05-09,8,4,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1459100,2022,3,2022-07-01,2022-08-10,8,4,Once a Week,4,4.0,I don't use it often
CUS-1493300,2022,3,2022-07-01,2022-09-24,8,4,Once a Month,4,4.0,I don't use it often
CUS-1493300,2022,3,2022-07-01,2022-09-23,6,3,Once a Week,3,3.0,I need someone from Insider team to provide me the report from the panel
CUS-631850,2022,3,2022-07-01,2022-09-23,9,5,Once a Day,5,5.0,I am able to report everything easily
CUS-631850,2022,3,2022-07-01,2022-09-29,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1449400,2022,2,2022-04-01,2022-06-29,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-172100,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,3.0,I don't use it often
CUS-172100,2022,3,2022-07-01,2022-08-05,10,5,Once a Day,5,3.0,I tried but could not find everything I need
CUS-172100,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-172100,2022,2,2022-04-01,2022-06-23,9,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-172100,2022,3,2022-07-01,2022-09-27,9,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-615000,2022,2,2022-04-01,2022-04-18,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1478500,2022,1,2022-01-01,2022-03-01,7,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1478500,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1242200,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1242200,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1242200,2022,2,2022-04-01,2022-05-11,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1242200,2022,2,2022-04-01,2022-05-18,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1242200,2022,3,2022-07-01,2022-09-05,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1242200,2022,2,2022-04-01,2022-05-11,7,3,Once a Day,4,4.0,I don't use it often
CUS-1242200,2022,2,2022-04-01,2022-05-18,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1242200,2022,3,2022-07-01,2022-07-27,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1455300,2022,1,2022-01-01,2022-03-29,2,2,Once a Day,2,2.0,"I can pull all the numbers, but don't understand them"
CUS-1455300,2022,2,2022-04-01,2022-06-13,8,4,Once a Week,4,3.0,I am able to report everything easily
